"","mu","kappa","theta","xi","rho","lambda","mu_s","sigma_s"
"1",0.197341626467968,7.5605277967885,0.0590340198625437,0.334290713460551,-0.756419154720889,3.06174220733425,-0.404041993611076,0.0114140152637954
"2",-0.18814647796743,5.77307336889454,0.0954693028416098,0.370433264070326,-0.69941333274837,4.37187981453109,-0.358509831576711,0.012071247850061
"3",0.0116106501670208,6.62022929640522,0.0876298199661657,0.303590312121037,-0.989999247743152,3.84394896641542,-0.374956338164444,0.0115054990560169
"4",0.0113079096752793,4.43034537794855,0.0836945987948931,0.181214265406578,-0.75232924014132,4.68214817527277,-0.32183089714296,0.0120455433246998
"5",0.029942047227652,2.82464182274448,0.0941844304668545,0.219232504448233,-0.888902571103216,5.73898544581424,-0.351277278031043,0.0247615663007293
"6",-0.00151394804140524,1.92303505369699,0.0728592410538459,0.199615327857629,-0.989955888344701,3.31842237486004,-0.38251887209799,0.00589993402537555
"7",0.0193758840947155,3.50807469816172,0.0704445432768532,0.267217736375263,-0.520802254704002,2.28989876777255,-0.379065690981503,0.00931955953059912
"8",0.148146203190422,17.4207802190706,0.0694672235639165,0.49740055805921,-0.0282796310033891,3.31921497376613,-0.353837546652572,0.00559809599886224
"9",0.0469918142035805,7.23390929519597,0.080370092372842,0.419361919070102,-0.630937331566896,2.54775211536562,-0.403189551273707,0.0118953966512784
"10",0.0972382399561916,2.62116869443273,0.0771436580934116,0.229747550847021,-0.651495253852515,3.3951522427735,-0.345687744307082,0.0226504308147563
"11",-0.121106765205765,3.87360188924674,0.101972550186359,0.319291623820316,-0.837921010184157,2.81437769449882,-0.328246562893311,0.00839125226191897
"12",0.00389843370654654,1.25278025935551,0.0982367422779668,0.270115513933336,-0.989999001241439,2.80913071609166,-0.360099052779512,0.0121701632324249
"13",0.0804325518231725,12.4596071178327,0.0766394847003685,0.554361837867696,-0.766415171186531,2.54754797688639,-0.431528896230025,0.0139809690691522
"14",0.203743135161801,3.81806595480283,0.0860406643897446,0.384851884639631,-0.745442827518181,4.22270941843969,-0.292430629658254,0.0156950760037949
"15",-0.000191052550458134,1.49304974383736,0.077299300701728,0.196041737045841,-0.749852773268147,2.56878926444762,-0.317162807106323,0.0125955244335281
"16",0.0769115696647914,5.87235536124208,0.0736323907946358,0.344222882672056,-0.778158597900602,2.03305938750893,-0.361985409519402,0.00781662158090304
"17",-0.342886869521578,4.98814086256932,0.10090216980661,0.415157290040303,-0.806267705103718,2.57243587180464,-0.339715788658857,0.0177947600069036
"18",0.0300345669859909,6.15250632767786,0.0637150396607479,0.257110834767768,-0.989999998958178,5.97499482705411,-0.336425461297175,0.0197021520515836
"19",0.00414693887888672,4.00172761887016,0.0880481084379637,0.336795663132463,-0.688863484729223,2.04576716607648,-0.348606654927444,0.0140504835977723
"20",0.0769639880169647,3.55990453187719,0.084827682453412,0.275439774197623,-0.764201381408875,4.359458596264,-0.35698833973716,0.00734961971187781
"21",-0.160859064244153,5.76316786635299,0.0905118283979777,0.306989386021914,-0.708547116897628,3.06445876886043,-0.344781975471667,0.00681638408007811
"22",-0.182226008465701,7.740384628516,0.0829971334757588,0.368367643177093,-0.8950039854931,3.83979717096176,-0.417075444853493,0.0115000601042194
"23",0.0136840539698946,7.92711813290247,0.0797179042272641,0.379523754878564,-0.770376378291361,3.57807682039196,-0.40042231940291,0.00628588362547876
"24",0.165346827372574,6.56552055665186,0.0759509116349372,0.44801129996665,-0.30374008398145,3.31974926523007,-0.361710490275833,0.006781497862299
"25",0.0572660589459135,3.30927352888188,0.0768984578166592,0.411597637329367,-0.939651920195984,4.12593936249773,-0.405056718420812,0.0207915213688416
"26",0.185446385223481,3.34698832081517,0.0651424186656246,0.242675454240413,-0.647795442348244,3.57905567503453,-0.409630959702616,0.00820873985860888
"27",0.0866657549613666,5.19288992693817,0.0741045636166544,0.276232358245417,-0.797468804854125,4.10405865230106,-0.362571960463434,0.0104190267407635
"28",0.12081366383761,4.48948451985357,0.0796059772377548,0.249105179049166,-0.989999999769989,3.58640464150026,-0.343493062997263,0.00938906017564232
"29",0.11415554625686,4.765591056113,0.0760972254882825,0.275802205730012,-0.60252424806586,2.80646828222816,-0.344560682652919,0.00760435179008179
"30",0.257593211452582,6.92358198501844,0.0575778095845457,0.320321641039282,-0.708499193429313,3.07464416583213,-0.400475190230078,0.0182228285177076
"31",0.259770022236917,2.20950142929783,0.0772385154248274,0.315212565976633,-0.747834495047073,3.31911416851105,-0.448034764412899,0.00487356961681859
"32",0.0959564209921357,3.7160914852252,0.0820388711141377,0.30415456518197,-0.373901220007467,3.32252209094689,-0.404617717609788,0.0119037859519872
"33",0.196968585290103,6.92460862122401,0.0705262540790535,0.420387660912185,-0.807254389624018,2.55239939781388,-0.328062350662464,0.00914835424002403
"34",0.150534188043003,4.75489128677478,0.0836543590130676,0.178796683783961,-0.855887537909391,3.06508192042935,-0.34966694540399,0.00946176140853743
"35",-0.102300165363559,8.26314816809531,0.0852123565409652,0.479152496427934,-0.872119295045132,4.36980862824106,-0.39437192632781,0.0137605285182397
"36",0.144914497419325,9.81123194402161,0.0819494437094474,0.33813601357374,-0.423634869629868,3.59859844293415,-0.319471120652212,0.0106716655054864
"37",0.0440750597353169,12.3331538557467,0.0658078833685308,0.468956868340375,-0.383656993960143,2.30070362384641,-0.328642955555862,0.0109308074045805
"38",-0.0182237850246731,3.96624975715579,0.0739649460057804,0.370039557391187,-0.832340937150919,3.57804939134574,-0.377357609287189,0.00379525060212673
"39",0.0879652974906515,3.425270273314,0.0847166383592739,0.335588932314733,-0.835326760783478,3.83953499668339,-0.338462066370013,0.00624362288975998
"40",0.084114594481568,8.26761817192677,0.06451247225388,0.399829076708854,-0.608091353401562,2.80295554620166,-0.363547581532009,0.00564751828291192
"41",-0.274616227901708,5.12719094133416,0.085708041398777,0.353344848628662,-0.468971370056212,3.60551500019147,-0.311791989384377,0.00892080447082686
"42",-0.0263956243704625,2.60639702868026,0.0807599293867773,0.317828826309315,-0.937444897198531,3.06153080604051,-0.404606249522292,0.0086887619629854
"43",-0.0397597488486038,4.4193330720906,0.0790060548366434,0.338238610376793,-0.643445591039405,2.80793513334079,-0.34897395591374,0.00986600481613032
"44",-0.0202393171781699,4.14641123946155,0.0733405329401876,0.225652887922382,-0.482198448327747,2.28857148121419,-0.458700531314764,0.00470120261375504
"45",-0.155058355834883,13.2772284324118,0.0966437647866684,0.364110717025594,-0.728933807175071,3.06319878219603,-0.408738813136194,0.0112325963559187
"46",0.257045405625887,3.29746579753152,0.0660341554798215,0.181047476821042,-0.989999989888695,3.58073300141487,-0.34062543505611,0.00683059829546648
"47",0.216604044867494,4.80650367470529,0.0691689372769188,0.263403260003531,-0.74129410750315,2.8174411904192,-0.382858372205464,0.013665946904703
"48",0.254472296495246,4.01891853784625,0.0675266404077555,0.296755819105465,-0.744706113600472,3.58529804660574,-0.315551975567598,0.00867296964945537
"49",-0.0630106696101099,7.85304459549021,0.0902242865453231,0.485770551330517,-0.492971688812811,2.546014241086,-0.379358238687516,0.00724595534182962
"50",0.128813924128396,5.62230140709539,0.0788229358992784,0.361832403780894,-0.616992638929541,2.54800673308767,-0.326380791038301,0.00667627981576517
