"","mu","kappa","theta","xi","rho","lambda","mu_s","sigma_s"
"1",0.0845196420562992,5.67053448299661,0.0920580695722667,0.429596148178673,-0.768809421734347,3.83908132854676,-0.371344544622406,0.00756737266804016
"2",0.178312015018614,4.22500349712109,0.0745213609971211,0.175776180375403,-0.989999986790644,3.32821031619245,-0.349101094401495,0.00991965673746582
"3",0.160112267188015,5.78840797968059,0.07976548178954,0.375436453562294,-0.714726749925639,0.772793297981845,-0.317121545865355,0.0132873674374936
"4",0.0326404223177818,4.36360294265622,0.0849792509719521,0.324966346559703,-0.79719997704492,3.31939532425401,-0.354503167491522,0.00492704283236259
"5",0.0509555572444218,4.30013200605559,0.0969240661930266,0.296599079177294,-0.809618914998504,4.63508427467182,-0.380554915694548,0.01319434565036
"6",0.134599720729113,4.73215843915436,0.079667147975012,0.325191259789957,-0.557429361117092,3.65155345757657,-0.332867217215841,0.0159787152753199
"7",-0.0231619256065513,2.64144149611898,0.0933070943407235,0.334440971626421,-0.821711027417508,2.03227636303187,-0.334663235606223,0.00319187612864103
"8",0.0191283765317677,3.34870026952721,0.0941730785153654,0.293661546497606,-0.919969096243337,3.32271452642386,-0.365976775405626,0.00978493624642205
"9",0.176571863573938,2.35834756008367,0.0774323577485148,0.274366740122574,-0.56063822449387,4.10972337982373,-0.359253815614785,0.0113257049563117
"10",-0.0122777383016308,8.99094980563958,0.0707819700968303,0.387276864357305,-0.650491324701288,4.1134625605059,-0.350534322417551,0.0119450220108757
"11",-0.0414883569574509,3.72960252671715,0.0859070213725246,0.353755546719111,-0.77232641884743,3.06887906259,-0.360772665559806,0.00934957332147558
"12",-0.00797153526880058,5.08939417471141,0.0948899753359096,0.347392937405448,-0.673111560844237,3.32018176104545,-0.366455536981643,0.00748268571167563
"13",0.173486716145163,4.0730179179465,0.0677398379559341,0.261402073587063,-0.776323768488252,5.40994152613792,-0.327289031580804,0.00686819430278905
"14",0.285477218323089,7.90165865817497,0.0660316510185654,0.258487569238196,-0.638287286760452,4.62027420120809,-0.403569631026942,0.00913639904440868
"15",0.002332697279136,2.47162150836513,0.0809751620251602,0.246747785459907,-0.673186680951911,3.57802693720596,-0.360894283464186,0.00268745552761745
"16",-0.0356887362383825,9.656812445409,0.0870103395875966,0.513851452054099,-0.511715773013415,2.8079956758545,-0.33397645467644,0.00827803258345826
"17",0.114325124090148,3.68345750416706,0.0911559601947212,0.351226036914201,-0.613916160370558,3.06517599312405,-0.334718955260227,0.00829175112404747
"18",0.0487300446376704,3.6614928197429,0.0699404010700276,0.34890815004134,-0.516701309394528,3.57804403053008,-0.362225077230755,0.00442673615892714
"19",-0.160380660502456,12.1216464398807,0.0875079250309281,0.456688111724007,-0.460292542139446,3.57814905923358,-0.359862267509001,0.00523187909192878
"20",-0.178455361060118,2.40171913117116,0.0921569782841711,0.292920671998246,-0.645354476472963,3.83996250451272,-0.367090533034376,0.00775372787376178
"21",-0.095562157199025,3.75252668671402,0.0884596133057341,0.303404969306381,-0.951308508988387,4.09770594622518,-0.366716983257465,0.0062979328522555
"22",-0.125131020801134,13.1136789524718,0.0808837441871226,0.489461342754287,-0.537595688615232,4.88104667588661,-0.356414932949483,0.00608060713980227
"23",-0.123965267257885,3.16870713189382,0.0863925382449718,0.293133013356869,-0.924844611266068,3.3267188414877,-0.368289830411857,0.0120298592944286
"24",-0.0825553964172103,4.17580396004806,0.0864120514160192,0.270113275662843,-0.744170194873204,4.09767386159251,-0.343290555758168,0.00499777760791404
"25",-0.0835023078495929,5.36694671701655,0.090529450212531,0.374546324165545,-0.674827769876857,2.0322492809881,-0.387607629162629,0.00453817159055814
"26",0.135371420930675,2.54086448447842,0.0742898771166708,0.294281979010946,-0.876211377371624,2.30223077912249,-0.336601235777801,0.0127114261614347
"27",0.0239746761555293,7.64325168847103,0.0786401451184714,0.452038132621291,-0.88757726087488,3.5857231710493,-0.357616570285583,0.00993068937079356
"28",-0.00932380415958133,2.5451221161361,0.0833756711925983,0.258911840800574,-0.95329770259791,3.84107713254585,-0.362903303686059,0.0102021969569898
"29",-0.00704557833832519,10.9342150725044,0.07037673966763,0.555401532600566,-0.830709108128711,1.52431742517599,-0.339198111775953,0.0102751721322247
"30",-0.0957053923901838,6.0933755562732,0.0888588963144084,0.290635326346464,-0.934242933717774,4.10328167944821,-0.377948985499016,0.01059028731922
"31",0.124230116083245,3.9347615832162,0.0797694173438241,0.283018133434967,-0.873553769502754,2.03391240349475,-0.384870873752476,0.00969340644711334
"32",-0.0734799579860081,3.33538690007619,0.0957913609822943,0.318322984221273,-0.852108719430535,5.30499800597468,-0.301070937076561,0.0121594106058902
"33",0.0955814855068723,16.1097796024848,0.076623854096456,0.498153828817835,-0.496687313518865,3.88363925905171,-0.31194927113707,0.0125080000053555
"34",0.196210316212714,4.99005933965829,0.0652936196661482,0.255931524789281,-0.743712038742788,3.57811044605897,-0.374105386757094,0.00575740139819996
"35",0.101896831912608,3.02876438391862,0.0751162645588217,0.317655174813415,-0.834430896178966,3.0693484393018,-0.336722059103031,0.0104320589008528
"36",0.17492196391882,7.15312821869708,0.0844135142885615,0.4792189795758,-0.618475506589719,3.57817168244914,-0.410322007468598,0.00742411367616069
"37",-0.085014287347066,5.06970993894671,0.101524531498297,0.277202925552189,-0.966267661161021,3.67679641321281,-0.334974559739207,0.0197468809250167
"38",0.0823670744011348,2.69428330345215,0.0715214295834784,0.227099224400764,-0.822510118480483,1.52378151584394,-0.360719316209367,0.0101051265815655
"39",-0.0124987342959294,4.37901379173309,0.0756324949017523,0.21080649772901,-0.488662073939083,3.31909899856698,-0.35530649332205,0.00250089674264014
