"","mu","kappa","theta","xi","rho","lambda","mu_s","sigma_s"
"1",-0.0287551285223644,9.08193041081909,0.0969542456282999,0.444440682900411,-0.774525164654093,1.8044627485879,-0.336449554668796,0.0124354075351436
"2",0.0387600210935006,29.6590860312116,0.0788197460941526,0.24856702754529,-0.722439345031682,3.31953655940417,-0.349728461308096,0.00619543784853937
"3",0.173488595480279,5.04298089006704,0.0808131372109608,0.302115437905461,-0.55557282664125,2.89013548658023,-0.343564075924586,0.0233154437443636
"4",0.0707455424840017,3.64146854884426,0.0713409112039147,0.255243903184526,-0.989999606648301,2.03351901868509,-0.442478465625452,0.00785867013186197
"5",0.292949954892264,5.52561193825332,0.0710644218463743,0.226531011712906,-0.875467356143739,4.64530188190578,-0.315612035141235,0.0107474265079802
"6",0.179593753697806,2.0776112800939,0.0781040109205362,0.212008414329652,-0.989999995696863,3.31928955395088,-0.375887858264222,0.00522074271388211
"7",-0.0032547691466752,6.21357450468754,0.0823861407294789,0.446893007314257,-0.734872612407129,3.83974886271764,-0.382825179966475,0.00947823857604226
"8",0.0442595352666364,5.98305913143353,0.075607110370551,0.414177979543179,-0.457435465733243,3.60854383120103,-0.352100873499258,0.0152067381100821
"9",0.0357467971439201,4.49813874262323,0.0895094867654327,0.39861344388548,-0.644976733515026,3.09830222145786,-0.36067038765202,0.0177230401886121
"10",0.0618715902375695,7.93529457088165,0.075725833411332,0.379658112032152,-0.5587849706588,2.56538502984286,-0.357277006537851,0.00620365885908929
"11",0.116286227297736,1.37511605995834,0.0837049077699842,0.182018069662137,-0.977781131741312,3.91170031571231,-0.399640239242124,0.0296070302982411
"12",-0.114656440162462,5.20006479061735,0.0931970439071347,0.323784969759335,-0.878046797536571,3.06070091589833,-0.35537230603204,0.00378503918882018
"13",0.136173236211022,10.2205006185167,0.0806737455876598,0.462768871731472,-0.484760610066678,2.29633782565723,-0.339458046102279,0.0106875506207
"14",0.175566740231216,2.51076334960861,0.0633084661561936,0.280597101666233,-0.811427452174331,2.80980470010225,-0.347328529968187,0.0100091478843741
"15",-0.0709216991654266,1.87503095925683,0.0918025366539282,0.31870861570471,-0.843282832617146,3.5980359738848,-0.371286063483388,0.00782959277942852
"16",0.181728230780597,5.27168557347692,0.0669110781773726,0.263810647877181,-0.221428877199737,3.61164073523616,-0.344522935733099,0.0127354309306935
"17",0.212152018332255,2.92005378768499,0.0741670160476897,0.162332214748355,-0.989999999392846,1.7765715020167,-0.345133193252265,0.00509539248957619
"18",-0.104936433383413,1.27332186272013,0.0845580109602989,0.2011842576068,-0.932932764477383,4.10083875532213,-0.342231823315987,0.00853938416709259
"19",-0.0128237342429012,5.74189478793172,0.0742537952034898,0.207070201148254,-0.989999990022358,2.03367721881949,-0.380041395819922,0.00979536192407322
"20",-0.277727704042314,1.22208424793628,0.107122576915445,0.217534382604311,-0.989999986646359,2.81121618469779,-0.294864056061415,0.00730377083129846
"21",0.189443093427357,3.92590765659953,0.0681347517973643,0.325460264798533,-0.918552568232659,3.57846339653637,-0.39833095689069,0.00879782159331143
"22",-0.274633688231668,2.51383072262122,0.114246409470527,0.318196141281574,-0.752898470417142,2.5648915055287,-0.335650842607122,0.00620782116397538
"23",-0.125415368726823,8.32311433393677,0.0919863628386379,0.387704341664815,-0.727996300889731,2.59954366716807,-0.314354556272161,0.0147570294178408
"24",0.117577965914453,4.42575787930553,0.0768079177942647,0.371427516401862,-0.838390712764778,2.83449278113818,-0.32469493712065,0.0130121232808934
"25",0.118088504194258,6.86725250559313,0.0775773332794975,0.361650584955522,-0.752976558926068,3.6485865814125,-0.35089025609176,0.0181499661054303
"26",0.0324397783675819,2.87330764847061,0.0912013093332434,0.140887680195501,-0.96898560940725,2.54564151094935,-0.336186008060544,0.00461333851384291
"27",0.126979414685506,1.86551795634621,0.0860860189892393,0.210577402725008,-0.631013373224993,5.66900680041426,-0.387492544388069,0.00722047186800603
"28",0.0490653331570793,5.04342074235973,0.0853362934518515,0.357521023354849,-0.510783936864998,3.32583694675427,-0.397606117716662,0.0137519878396395
"29",-0.0139832423157058,3.31362534111198,0.0697584974985198,0.193566593058828,-0.989999997909503,3.07560778290486,-0.354022829024709,0.0127783070776971
"30",0.0341806488117488,6.81292714630694,0.0647333523249315,0.31506546248139,-0.495830561033183,2.834729043567,-0.330333214348659,0.010777279511725
"31",0.163592035134083,6.37550590429347,0.0813103909118982,0.38856373717544,-0.49812545817176,1.8453405370517,-0.417409324767357,0.0334351586391128
"32",0.106444307314212,2.6560523004956,0.0845135372477133,0.298790510955497,-0.759459065862173,3.61241012246571,-0.360932347143612,0.0159392519671793
"33",-0.0883019444064331,5.90826341032017,0.0965730922492818,0.386658345730029,-0.741773575000088,2.03314813888319,-0.344624832536359,0.00720209827549918
"34",0.396830796847798,0.462173991890461,0.0665944159242069,0.0857845257858383,-0.989999981191313,4.37412225469366,-0.339826239056041,0.0118880853796608
"35",-0.115181744665764,2.52674605026817,0.0910830374260073,0.233070512600343,-0.880695577134641,2.80994664468511,-0.373598288222049,0.0124702129286986
"36",-0.0807355277790009,2.22588132296293,0.103194719503654,0.288076153515918,-0.740615986375238,1.78356423384833,-0.392909912621332,0.014127228422551
"37",0.0491297509074757,5.17769942253745,0.0841212078022847,0.393557172846419,-0.794555308133419,2.80288326976494,-0.371143175321698,0.00505463809173813
"38",-0.14776249643577,5.38462409708299,0.101639014779376,0.408929500948341,-0.810488489509728,4.88384362272911,-0.350369183620715,0.00680195641393822
"39",0.118333389648895,4.84485206273364,0.0683734451636276,0.322828533643998,-0.790338106493084,2.28909817541361,-0.391597786878318,0.00883229012336045
"40",0.210937821790224,3.02458456585463,0.0800676805400665,0.189965380731826,-0.878413908528242,3.06068863299601,-0.398842182453059,0.00311952980995916
"41",0.236732543427377,2.02824219120777,0.0818695071983647,0.231026936741553,-0.753803971052207,1.92341385810981,-0.344689443607766,0.02706154912311
"42",0.153720086668687,2.23402627248298,0.080643857693486,0.233788619006269,-0.768886112245387,4.885122186153,-0.343009024461708,0.00702997370325808
"43",-0.0907890068632924,5.56210068495199,0.0858052734541148,0.299228185700975,-0.862137993871637,3.07460076108201,-0.368407999395606,0.0134131622725956
